,STOR_COORD_Y,KCP_SITE_KEY,DLV_EXPT_TIME,ADDR_2,PARKING_YN,STOR_CD,KAKAO_PAY_CID,DLV_FNSH_TIME,SELLER_KEY,KORD_FNSH_TIME,STOR_STATUS,KORD_YN,KMON_FNSH_TIME,KMON_YN,ORD_MIN_PRC,KCP_SITE_CD,OPER_24_YN,OPER_YN,KING_ORDER_STATE_OF_WEEK_DAY,TEL_NO,DLV_START_TIME,NPAY_CHAIN_ID,KORD_START_TIME,STOR_NM,DIRVE_TH,STOR_COORD_X,ADDR_1,PRODUCT_ID,KMON_START_TIME,DISTANCE,DLVYN,STORE_TIME,CP_ID,HAS_NIGHT_STORE,KING_ORDER_START_DT,KING_ORDER_FNSH_DT,DELIVERY_START_DT,DELIVERY_FNSH_DT
55,37.4283068535,1ArCx0mVC8LPJvrOkTOJuFf__,55~65, ,0,00000230,C453490121,2200,BKR00000230,2145,1,1,0000,0,12000,B1855,0,Y,"[{""dayOfWeek"":""1"",""kingOrderCloseTime"":""21:45"",""kingOrderOpenYn"":""Y"",""kingOrderOpenTime"":""09:00""},{""dayOfWeek"":""2"",""kingOrderCloseTime"":""21:45"",""kingOrderOpenYn"":""Y"",""kingOrderOpenTime"":""09:00""},{""dayOfWeek"":""3"",""kingOrderCloseTime"":""21:45"",""kingOrderOpenYn"":""Y"",""kingOrderOpenTime"":""09:00""},{""dayOfWeek"":""4"",""kingOrderCloseTime"":""21:45"",""kingOrderOpenYn"":""Y"",""kingOrderOpenTime"":""09:00""},{""dayOfWeek"":""5"",""kingOrderCloseTime"":""21:45"",""kingOrderOpenYn"":""Y"",""kingOrderOpenTime"":""09:00""},{""dayOfWeek"":""6"",""kingOrderCloseTime"":""21:45"",""kingOrderOpenYn"":""Y"",""kingOrderOpenTime"":""11:00""},{""dayOfWeek"":""7"",""kingOrderCloseTime"":""21:45"",""kingOrderOpenYn"":""Y"",""kingOrderOpenTime"":""09:00""}]",02-504-0332,1000,UVI0Q1JSQ1g2M3M,1000,과천중앙점,0,126.9910021382,경기도 과천시 중앙로 129,BKR00000230_EASYP,0000,0.0,1,연중무휴 (09:00~22:00) ,BKR00000230,N,,,,
56,37.5258910608,4wUOdd9wBpOSbEfSBgFHV1O__,75~85, ,0,00000233,C454070122,2300,BKR00000233,2245,1,1,0000,0,12000,B1857,0,Y,"[{""dayOfWeek"":""1"",""kingOrderCloseTime"":""22:40"",""kingOrderOpenYn"":""Y"",""kingOrderOpenTime"":""10:00""},{""dayOfWeek"":""2"",""kingOrderCloseTime"":""22:40"",""kingOrderOpenYn"":""Y"",""kingOrderOpenTime"":""10:00""},{""dayOfWeek"":""3"",""kingOrderCloseTime"":""22:40"",""kingOrderOpenYn"":""Y"",""kingOrderOpenTime"":""10:00""},{""dayOfWeek"":""4"",""kingOrderCloseTime"":""22:40"",""kingOrderOpenYn"":""Y"",""kingOrderOpenTime"":""10:00""},{""dayOfWeek"":""5"",""kingOrderCloseTime"":""22:40"",""kingOrderOpenYn"":""Y"",""kingOrderOpenTime"":""10:00""},{""dayOfWeek"":""6"",""kingOrderCloseTime"":""22:40"",""kingOrderOpenYn"":""Y"",""kingOrderOpenTime"":""10:00""},{""dayOfWeek"":""7"",""kingOrderCloseTime"":""22:40"",""kingOrderOpenYn"":""Y"",""kingOrderOpenTime"":""10:00""}]",02-2602-0332,1000,NytRQ0o4K1VSVVR,0900,목동역점,0,126.8639424158,서울특별시 양천구 오목로 238,BKR00000233_EASYP,0000,0.0,1,연중무휴 (09:00~23:00) ,BKR00000233,N,,,,
57,37.5613353869,4wxI.B8UPlefUc9YIFgWkTK__,55~65, ,0,00000235,C454670123,2359,BKR00000235,2345,1,1,0000,0,12000,B1861,0,Y,"[{""dayOfWeek"":""1"",""kingOrderCloseTime"":""24:00"",""kingOrderOpenYn"":""Y"",""kingOrderOpenTime"":""10:00""},{""dayOfWeek"":""2"",""kingOrderCloseTime"":""24:00"",""kingOrderOpenYn"":""Y"",""kingOrderOpenTime"":""12:10""},{""dayOfWeek"":""3"",""kingOrderCloseTime"":""24:00"",""kingOrderOpenYn"":""Y"",""kingOrderOpenTime"":""10:00""},{""dayOfWeek"":""4"",""kingOrderCloseTime"":""24:00"",""kingOrderOpenYn"":""Y"",""kingOrderOpenTime"":""10:00""},{""dayOfWeek"":""5"",""kingOrderCloseTime"":""24:00"",""kingOrderOpenYn"":""Y"",""kingOrderOpenTime"":""10:00""},{""dayOfWeek"":""6"",""kingOrderCloseTime"":""24:00"",""kingOrderOpenYn"":""Y"",""kingOrderOpenTime"":""10:00""},{""dayOfWeek"":""7"",""kingOrderCloseTime"":""24:00"",""kingOrderOpenYn"":""Y"",""kingOrderOpenTime"":""10:00""}]",02-2285-0337,1000,dnlRRW9lVCtJUWt,0900,충무로역점,0,126.9958122562,서울특별시 중구 퇴계로 216,BKR00000235_EASYP,0000,0.0,1,연중무휴 (09:00~24:00) ,BKR00000235,N,,,,
58,37.5074617005,2zzINGOQjyatdeaWQuBvmUT__,55~65, ,0,00000238,C455400124,2300,BKR00000238,2245,1,1,,0,12000,B1860,0,Y,"[{""dayOfWeek"":""1"",""kingOrderOpenYn"":""Y"",""kingOrderOpenTime"":""09:00"",""kingOrderCloseTime"":""22:45""},{""dayOfWeek"":""2"",""kingOrderOpenYn"":""Y"",""kingOrderOpenTime"":""09:00"",""kingOrderCloseTime"":""22:45""},{""dayOfWeek"":""3"",""kingOrderOpenYn"":""Y"",""kingOrderOpenTime"":""09:00"",""kingOrderCloseTime"":""22:45""},{""dayOfWeek"":""4"",""kingOrderOpenYn"":""Y"",""kingOrderOpenTime"":""09:00"",""kingOrderCloseTime"":""22:45""},{""dayOfWeek"":""5"",""kingOrderOpenYn"":""Y"",""kingOrderOpenTime"":""09:00"",""kingOrderCloseTime"":""22:45""},{""dayOfWeek"":""6"",""kingOrderOpenYn"":""Y"",""kingOrderOpenTime"":""09:00"",""kingOrderCloseTime"":""22:45""},{""dayOfWeek"":""7"",""kingOrderOpenYn"":""Y"",""kingOrderOpenTime"":""09:00"",""kingOrderCloseTime"":""22:45""}]",02-540-0332,1000,dXhtTDdyRWJOdkF,0900,차병원사거리점,0,127.0333964264,서울특별시 강남구 봉은사로 179,BKR00000238_EASYP,,0.0,1,연중무휴 (09:00~23:00) ,BKR00000238,N,,,,
59,37.4848800,1YqKk2YaUfjHr7tE.SVuX3f__,60~70, ,0,00000429,CT59350621,2200,BKR00000429,2145,1,1,,0,12000,A8O80,0,Y,,070-7462-6846,1000,L1NtWG03amJ4Z3l,1000,강남도곡점,0,127.0419322,서울특별시 강남구 논현로 172 (도곡동 410-10) 1층,BKR00000429_EASYP,,0.0,1,"평일(10:00~22:00), 주말(09:00~22:00)",BKR00000429,N,,,,
60,37.5562748764,3hn3d-8MztqiUf7pUcV4qQF__,40~50, ,0,00000343,C332330136,2359,BKR00000343,2345,1,1,0000,0,12000,A7QEY,0,Y,"[{""dayOfWeek"":""1"",""kingOrderCloseTime"":""23:45"",""kingOrderOpenYn"":""Y"",""kingOrderOpenTime"":""09:00""},{""dayOfWeek"":""2"",""kingOrderCloseTime"":""23:45"",""kingOrderOpenYn"":""Y"",""kingOrderOpenTime"":""12:00""},{""dayOfWeek"":""3"",""kingOrderCloseTime"":""23:45"",""kingOrderOpenYn"":""Y"",""kingOrderOpenTime"":""09:00""},{""dayOfWeek"":""4"",""kingOrderCloseTime"":""23:45"",""kingOrderOpenYn"":""Y"",""kingOrderOpenTime"":""09:00""},{""dayOfWeek"":""5"",""kingOrderCloseTime"":""23:45"",""kingOrderOpenYn"":""Y"",""kingOrderOpenTime"":""09:00""},{""dayOfWeek"":""6"",""kingOrderCloseTime"":""23:45"",""kingOrderOpenYn"":""Y"",""kingOrderOpenTime"":""09:00""},{""dayOfWeek"":""7"",""kingOrderCloseTime"":""23:45"",""kingOrderOpenYn"":""Y"",""kingOrderOpenTime"":""09:00""}]",070-7438-8605,1000,RnU4NGZlV3J0MEZ,0900,약수역점,0,127.0117520515,서울특별시 중구 다산로 142,BKR00000343_EASYP,0000,0.0,1,연중무휴 (09:00~24:00) ,BKR00000343,N,,,,
61,35.5326010301,1u-xkJxo4.suk5bA6gQs3vL__,70~80, ,0,00000298,C321440120,2300,BKR00000298,2245,1,1,0000,0,12000,A7QK9,0,Y,"[{""dayOfWeek"":""1"",""kingOrderCloseTime"":""22:45"",""kingOrderOpenYn"":""Y"",""kingOrderOpenTime"":""10:00""},{""dayOfWeek"":""2"",""kingOrderCloseTime"":""22:45"",""kingOrderOpenYn"":""Y"",""kingOrderOpenTime"":""10:00""},{""dayOfWeek"":""3"",""kingOrderCloseTime"":""22:45"",""kingOrderOpenYn"":""Y"",""kingOrderOpenTime"":""10:00""},{""dayOfWeek"":""4"",""kingOrderCloseTime"":""22:45"",""kingOrderOpenYn"":""Y"",""kingOrderOpenTime"":""10:00""},{""dayOfWeek"":""5"",""kingOrderCloseTime"":""22:45"",""kingOrderOpenYn"":""Y"",""kingOrderOpenTime"":""10:00""},{""dayOfWeek"":""6"",""kingOrderCloseTime"":""22:45"",""kingOrderOpenYn"":""Y"",""kingOrderOpenTime"":""12:00""},{""dayOfWeek"":""7"",""kingOrderCloseTime"":""22:45"",""kingOrderOpenYn"":""Y"",""kingOrderOpenTime"":""10:00""}]",052-232-0331,1000,endzMFRqVkF4Z2R,1000,울산동구오일뱅크점,1,129.4322384859,울산광역시 동구 방어진순환도로 1025,BKR00000298_EASYP,0000,0.0,1,연중무휴 (10:00~23:00),BKR00000298,N,,,,
62,35.1317604219,0vRk3Lkme8f9GCFbZYKyKxx__,50~60, ,0,00000344,C333000137,2359,BKR00000344,2345,1,1,0000,0,12000,A7R8Q,0,Y,"[{""dayOfWeek"":""1"",""kingOrderOpenYn"":""Y"",""kingOrderOpenTime"":""10:00"",""kingOrderCloseTime"":""23:45""},{""dayOfWeek"":""2"",""kingOrderOpenYn"":""Y"",""kingOrderOpenTime"":""12:00"",""kingOrderCloseTime"":""23:45""},{""dayOfWeek"":""3"",""kingOrderOpenYn"":""Y"",""kingOrderOpenTime"":""10:00"",""kingOrderCloseTime"":""23:45""},{""dayOfWeek"":""4"",""kingOrderOpenYn"":""Y"",""kingOrderOpenTime"":""10:00"",""kingOrderCloseTime"":""23:45""},{""dayOfWeek"":""5"",""kingOrderOpenYn"":""Y"",""kingOrderOpenTime"":""10:00"",""kingOrderCloseTime"":""23:45""},{""dayOfWeek"":""6"",""kingOrderOpenYn"":""Y"",""kingOrderOpenTime"":""10:00"",""kingOrderCloseTime"":""23:45""},{""dayOfWeek"":""7"",""kingOrderOpenYn"":""Y"",""kingOrderOpenTime"":""10:00"",""kingOrderCloseTime"":""23:45""}]",070-7438-8609,1000,VlNTalV2aDdIR1R,1000,광주주월에스오일점,1,126.8915665447,광주광역시 남구 회재로 1190,BKR00000344_EASYP,0000,0.0,1,연중무휴 (10:00~24:00),BKR00000344,N,,,,
63,36.1169722,4QPFcDAfdAGk7XB7W1616PK__,40~50, ,0,00010067,,2130,,2145,1,1,0000,0,12000,A8UOW,0,Y,"[{""dayOfWeek"":""1"",""kingOrderOpenYn"":"""",""kingOrderOpenTime"":"""",""kingOrderCloseTime"":""""},{""dayOfWeek"":""2"",""kingOrderOpenYn"":"""",""kingOrderOpenTime"":"""",""kingOrderCloseTime"":""""},{""dayOfWeek"":""3"",""kingOrderOpenYn"":"""",""kingOrderOpenTime"":"""",""kingOrderCloseTime"":""""},{""dayOfWeek"":""4"",""kingOrderOpenYn"":"""",""kingOrderOpenTime"":"""",""kingOrderCloseTime"":""""},{""dayOfWeek"":""5"",""kingOrderOpenYn"":"""",""kingOrderOpenTime"":"""",""kingOrderCloseTime"":""""},{""dayOfWeek"":""6"",""kingOrderOpenYn"":"""",""kingOrderOpenTime"":"""",""kingOrderCloseTime"":""""},{""dayOfWeek"":""7"",""kingOrderOpenYn"":"""",""kingOrderOpenTime"":"""",""kingOrderCloseTime"":""""}]",054-433-6709,1100,,1000,김천혁신도시점,0,128.1834221,경상북도 김천시 혁신3로 17,,0000,0.0,1,연중무휴(10:00~22:00),,N,,,,
64,35.8570410155,2pzGXtrCf7i4UWTDopWkCtf__,50~60, ,0,00000092,C427450079,2300,BKR00000092,2345,1,1,,0,12000,B1882,0,Y,"[{""dayOfWeek"":""1"",""kingOrderOpenYn"":""Y"",""kingOrderOpenTime"":""09:00"",""kingOrderCloseTime"":""23:45""},{""dayOfWeek"":""2"",""kingOrderOpenYn"":""Y"",""kingOrderOpenTime"":""09:00"",""kingOrderCloseTime"":""23:45""},{""dayOfWeek"":""3"",""kingOrderOpenYn"":""Y"",""kingOrderOpenTime"":""09:00"",""kingOrderCloseTime"":""23:45""},{""dayOfWeek"":""4"",""kingOrderOpenYn"":""Y"",""kingOrderOpenTime"":""09:00"",""kingOrderCloseTime"":""23:45""},{""dayOfWeek"":""5"",""kingOrderOpenYn"":""Y"",""kingOrderOpenTime"":""09:00"",""kingOrderCloseTime"":""23:45""},{""dayOfWeek"":""6"",""kingOrderOpenYn"":""Y"",""kingOrderOpenTime"":""09:00"",""kingOrderCloseTime"":""23:45""},{""dayOfWeek"":""7"",""kingOrderOpenYn"":""Y"",""kingOrderOpenTime"":""09:00"",""kingOrderCloseTime"":""23:45""}]",053-741-0208,1000,Nk4yZVI2cnRlS3h,0900,대구만촌점,1,128.6487131859,대구광역시 수성구 달구벌대로 2622,BKR00000092_EASYP,,0.0,1,연중무휴 (09:00~24:00),BKR00000092,N,,,,
65,37.5243049057,0NzSeZmqPRxKdcqngWwY5hx__,70~80, ,0,00000106,C429300082,2259,BKR00000106,2345,1,1,,0,12000,B1858,1,Y,"[{""dayOfWeek"":""1"",""kingOrderOpenYn"":""Y"",""kingOrderOpenTime"":""08:00"",""kingOrderCloseTime"":""24:00""},{""dayOfWeek"":""2"",""kingOrderOpenYn"":""Y"",""kingOrderOpenTime"":""08:00"",""kingOrderCloseTime"":""24:00""},{""dayOfWeek"":""3"",""kingOrderOpenYn"":""Y"",""kingOrderOpenTime"":""08:00"",""kingOrderCloseTime"":""24:00""},{""dayOfWeek"":""4"",""kingOrderOpenYn"":""Y"",""kingOrderOpenTime"":""08:00"",""kingOrderCloseTime"":""24:00""},{""dayOfWeek"":""5"",""kingOrderOpenYn"":""Y"",""kingOrderOpenTime"":""08:00"",""kingOrderCloseTime"":""24:00""},{""dayOfWeek"":""6"",""kingOrderOpenYn"":""Y"",""kingOrderOpenTime"":""08:00"",""kingOrderCloseTime"":""24:00""},{""dayOfWeek"":""7"",""kingOrderOpenYn"":""Y"",""kingOrderOpenTime"":""08:00"",""kingOrderCloseTime"":""24:00""}]",02-3446-7816,1000,YTFEZnltdVduem1,0800,청담점,0,127.0397254302,서울특별시 강남구 선릉로 812,BKR00000106_EASYP,,0.0,1,Cleaning Day(Close): 매월 첫째주 월요일 02:00~06:00,BKR00000106,Y,,,,
66,37.4873181732,4ecaekmBIJf3PJMNEq0LGAO__,65~75, ,0,00000109,C430160083,2200,BKR00000109,2145,1,1,,0,12000,V7345,0,Y,"[{""dayOfWeek"":""1"",""kingOrderCloseTime"":""21:45"",""kingOrderOpenYn"":""Y"",""kingOrderOpenTime"":""08:00""},{""dayOfWeek"":""2"",""kingOrderCloseTime"":""21:45"",""kingOrderOpenYn"":""Y"",""kingOrderOpenTime"":""08:00""},{""dayOfWeek"":""3"",""kingOrderCloseTime"":""21:45"",""kingOrderOpenYn"":""Y"",""kingOrderOpenTime"":""08:00""},{""dayOfWeek"":""4"",""kingOrderCloseTime"":""21:45"",""kingOrderOpenYn"":""Y"",""kingOrderOpenTime"":""08:00""},{""dayOfWeek"":""5"",""kingOrderCloseTime"":""21:45"",""kingOrderOpenYn"":""Y"",""kingOrderOpenTime"":""08:00""},{""dayOfWeek"":""6"",""kingOrderCloseTime"":""22:45"",""kingOrderOpenYn"":""Y"",""kingOrderOpenTime"":""08:00""},{""dayOfWeek"":""7"",""kingOrderCloseTime"":""22:45"",""kingOrderOpenYn"":""Y"",""kingOrderOpenTime"":""08:00""}]",02-3412-1557,1000,NnJDZGFGb0syZDB,0800,수서점,0,127.1031067143,서울특별시 강남구 광평로 280,BKR00000109_EASYP,,0.0,1,"일~목(08:00~22:00), 금~토(08:00~23:00)",BKR00000109,N,,,,
67,37.6520879915,0hOltEj8oAizf0uZxu181QT__,55~65, ,0,00000120,C431470085,2359,BKR00000120,2345,1,1,0000,0,12000,B1875,0,Y,"[{""dayOfWeek"":""1"",""kingOrderCloseTime"":""23:45"",""kingOrderOpenYn"":""Y"",""kingOrderOpenTime"":""09:00""},{""dayOfWeek"":""2"",""kingOrderCloseTime"":""23:45"",""kingOrderOpenYn"":""Y"",""kingOrderOpenTime"":""09:00""},{""dayOfWeek"":""3"",""kingOrderCloseTime"":""23:45"",""kingOrderOpenYn"":""Y"",""kingOrderOpenTime"":""09:00""},{""dayOfWeek"":""4"",""kingOrderCloseTime"":""23:45"",""kingOrderOpenYn"":""Y"",""kingOrderOpenTime"":""09:00""},{""dayOfWeek"":""5"",""kingOrderCloseTime"":""23:45"",""kingOrderOpenYn"":""Y"",""kingOrderOpenTime"":""09:00""},{""dayOfWeek"":""6"",""kingOrderCloseTime"":""23:45"",""kingOrderOpenYn"":""Y"",""kingOrderOpenTime"":""09:00""},{""dayOfWeek"":""7"",""kingOrderCloseTime"":""23:45"",""kingOrderOpenYn"":""Y"",""kingOrderOpenTime"":""09:00""}]",031-908-5833,1100,cVo2dGk0ajEvTmV,0900,일산마두점,0,126.776669367,경기도 고양시 일산동구 장백로 194,BKR00000120_EASYP,0000,0.0,1,연중무휴 (09:00~24:00),BKR00000120,N,,,,
68,35.5678092,0q7ps5jzg1CRSn3wGv7ZBau__,40~50, ,0,00010076,,2200,,2145,1,1,0000,0,15000,A7O92,0,Y,"[{""dayOfWeek"":""1"",""kingOrderOpenYn"":"""",""kingOrderOpenTime"":"""",""kingOrderCloseTime"":""""},{""dayOfWeek"":""2"",""kingOrderOpenYn"":"""",""kingOrderOpenTime"":"""",""kingOrderCloseTime"":""""},{""dayOfWeek"":""3"",""kingOrderOpenYn"":"""",""kingOrderOpenTime"":"""",""kingOrderCloseTime"":""""},{""dayOfWeek"":""4"",""kingOrderOpenYn"":"""",""kingOrderOpenTime"":"""",""kingOrderCloseTime"":""""},{""dayOfWeek"":""5"",""kingOrderOpenYn"":"""",""kingOrderOpenTime"":"""",""kingOrderCloseTime"":""""},{""dayOfWeek"":""6"",""kingOrderOpenYn"":"""",""kingOrderOpenTime"":"""",""kingOrderCloseTime"":""""},{""dayOfWeek"":""7"",""kingOrderOpenYn"":"""",""kingOrderOpenTime"":"""",""kingOrderCloseTime"":""""}]",063-535-3246,1000,,1000,정읍중앙점,0,126.8504040,전라북도 정읍시 남북로 28,,0000,0.0,1,연중무휴(10:00~22:00),,N,,,,
69,37.6085901042,2jv354PKfKpUQTyZvq-o2pf__,40~50, ,0,00010068,,2330,,2330,1,1,0000,0,12000,A7NGV,0,Y,"[{""dayOfWeek"":""1"",""kingOrderOpenYn"":""Y"",""kingOrderOpenTime"":""10:00"",""kingOrderCloseTime"":""21:30""},{""dayOfWeek"":""2"",""kingOrderOpenYn"":""Y"",""kingOrderOpenTime"":""10:00"",""kingOrderCloseTime"":""21:30""},{""dayOfWeek"":""3"",""kingOrderOpenYn"":""Y"",""kingOrderOpenTime"":""10:00"",""kingOrderCloseTime"":""21:30""},{""dayOfWeek"":""4"",""kingOrderOpenYn"":""Y"",""kingOrderOpenTime"":""10:00"",""kingOrderCloseTime"":""21:30""},{""dayOfWeek"":""5"",""kingOrderOpenYn"":""Y"",""kingOrderOpenTime"":""10:00"",""kingOrderCloseTime"":""21:30""},{""dayOfWeek"":""6"",""kingOrderOpenYn"":""Y"",""kingOrderOpenTime"":""10:00"",""kingOrderCloseTime"":""21:30""},{""dayOfWeek"":""7"",""kingOrderOpenYn"":""Y"",""kingOrderOpenTime"":""10:00"",""kingOrderCloseTime"":""21:30""}]",070-5138-3074,1000,,1000,석관점,0,127.0596213448,서울특별시 성북구 돌곶이로 50,,0000,0.0,1,연중무휴(10:00~24:00),,N,,,,
70,35.2227504733,4OHFaIZbmtExm9BfWHN88lY__,65~75, ,0,00000336,C327430129,2355,BKR00000336,2345,1,1,0000,0,12000,A7NH1,1,Y,"[{""dayOfWeek"":""1"",""kingOrderCloseTime"":""24:00"",""kingOrderOpenYn"":""Y"",""kingOrderOpenTime"":""08:00""},{""dayOfWeek"":""2"",""kingOrderCloseTime"":""24:00"",""kingOrderOpenYn"":""Y"",""kingOrderOpenTime"":""08:00""},{""dayOfWeek"":""3"",""kingOrderCloseTime"":""24:00"",""kingOrderOpenYn"":""Y"",""kingOrderOpenTime"":""08:00""},{""dayOfWeek"":""4"",""kingOrderCloseTime"":""24:00"",""kingOrderOpenYn"":""Y"",""kingOrderOpenTime"":""08:00""},{""dayOfWeek"":""5"",""kingOrderCloseTime"":""24:00"",""kingOrderOpenYn"":""Y"",""kingOrderOpenTime"":""08:00""},{""dayOfWeek"":""6"",""kingOrderCloseTime"":""24:00"",""kingOrderOpenYn"":""Y"",""kingOrderOpenTime"":""08:00""},{""dayOfWeek"":""7"",""kingOrderCloseTime"":""24:00"",""kingOrderOpenYn"":""Y"",""kingOrderOpenTime"":""08:00""}]",070-7438-8228,0000,R2pCcUF6NVRFV1F,0800,창원상남FS점,0,128.6871523641,경상남도 창원시 성산구 마디미로3번길 18,BKR00000336_EASYP,0000,0.0,1,Cleaning Day(Close): 매월 둘째주 월요일 02:00~06:00,BKR00000336,N,,,,
71,37.5701545458,16LZegCbL9YV89Ep6W9X5Gf__,55~65, ,0,00000338,C329060131,2359,BKR00000338,2345,1,1,,0,12000,A7P4W,1,Y,"[{""dayOfWeek"":""1"",""kingOrderCloseTime"":""23:45"",""kingOrderOpenYn"":""Y"",""kingOrderOpenTime"":""09:00""},{""dayOfWeek"":""2"",""kingOrderCloseTime"":""23:45"",""kingOrderOpenYn"":""Y"",""kingOrderOpenTime"":""09:00""},{""dayOfWeek"":""3"",""kingOrderCloseTime"":""23:45"",""kingOrderOpenYn"":""Y"",""kingOrderOpenTime"":""09:00""},{""dayOfWeek"":""4"",""kingOrderCloseTime"":""23:45"",""kingOrderOpenYn"":""Y"",""kingOrderOpenTime"":""09:00""},{""dayOfWeek"":""5"",""kingOrderCloseTime"":""23:45"",""kingOrderOpenYn"":""Y"",""kingOrderOpenTime"":""09:00""},{""dayOfWeek"":""6"",""kingOrderCloseTime"":""23:45"",""kingOrderOpenYn"":""Y"",""kingOrderOpenTime"":""09:00""},{""dayOfWeek"":""7"",""kingOrderCloseTime"":""23:45"",""kingOrderOpenYn"":""Y"",""kingOrderOpenTime"":""09:00""}]",070-7438-8236,1000,azFGc1p6cjBtNkp,0800,장안SK점,1,127.0649833314,서울특별시 동대문구 한천로 100,BKR00000338_EASYP,,0.0,1,Cleaning Day(Close): 매월 넷째주 월요일 02:00~06:00,BKR00000338,Y,,,,
72,34.8896465232,4lZvBVb2z7fA2rMj.Q691-Y__,40~50, ,0,00010084,,2200,,2145,1,1,0000,0,15000,A7PQS,0,Y,"[{""dayOfWeek"":""1"",""kingOrderOpenYn"":"""",""kingOrderOpenTime"":"""",""kingOrderCloseTime"":""""},{""dayOfWeek"":""2"",""kingOrderOpenYn"":"""",""kingOrderOpenTime"":"""",""kingOrderCloseTime"":""""},{""dayOfWeek"":""3"",""kingOrderOpenYn"":"""",""kingOrderOpenTime"":"""",""kingOrderCloseTime"":""""},{""dayOfWeek"":""4"",""kingOrderOpenYn"":"""",""kingOrderOpenTime"":"""",""kingOrderCloseTime"":""""},{""dayOfWeek"":""5"",""kingOrderOpenYn"":"""",""kingOrderOpenTime"":"""",""kingOrderCloseTime"":""""},{""dayOfWeek"":""6"",""kingOrderOpenYn"":"""",""kingOrderOpenTime"":"""",""kingOrderCloseTime"":""""},{""dayOfWeek"":""7"",""kingOrderOpenYn"":"""",""kingOrderOpenTime"":"""",""kingOrderCloseTime"":""""}]",055-688-5533,1000,,1000,거제옥포점,0,128.6929745465,경상남도 거제시 옥포로 161,,0000,0.0,1,연중무휴(10:00~22:00),,N,,,,
73,34.9361317067,179kttLvBHjDDa2M97Cnd4d__,55~65, ,0,00010071,,2030,,2100,1,1,0000,0,15000,A7Q0D,0,Y,"[{""dayOfWeek"":""1"",""kingOrderOpenYn"":"""",""kingOrderOpenTime"":"""",""kingOrderCloseTime"":""""},{""dayOfWeek"":""2"",""kingOrderOpenYn"":"""",""kingOrderOpenTime"":"""",""kingOrderCloseTime"":""""},{""dayOfWeek"":""3"",""kingOrderOpenYn"":"""",""kingOrderOpenTime"":"""",""kingOrderCloseTime"":""""},{""dayOfWeek"":""4"",""kingOrderOpenYn"":"""",""kingOrderOpenTime"":"""",""kingOrderCloseTime"":""""},{""dayOfWeek"":""5"",""kingOrderOpenYn"":"""",""kingOrderOpenTime"":"""",""kingOrderCloseTime"":""""},{""dayOfWeek"":""6"",""kingOrderOpenYn"":"""",""kingOrderOpenTime"":"""",""kingOrderCloseTime"":""""},{""dayOfWeek"":""7"",""kingOrderOpenYn"":"""",""kingOrderOpenTime"":"""",""kingOrderCloseTime"":""""}]",061-794-0031,1100,,1000,광양중동점,0,127.6977158419,전라남도 광양시 중마중앙로 65,,0000,0.0,1,연중무휴(10:00~22:00),,N,,,,
74,36.7725883,2d4GfD5D6aD9W7TnSKZCo3f__,40~50, ,0,00010080,,2145,,2145,1,1,0000,0,15000,A7POT,0,Y,"[{""dayOfWeek"":""1"",""kingOrderOpenYn"":"""",""kingOrderOpenTime"":"""",""kingOrderCloseTime"":""""},{""dayOfWeek"":""2"",""kingOrderOpenYn"":"""",""kingOrderOpenTime"":"""",""kingOrderCloseTime"":""""},{""dayOfWeek"":""3"",""kingOrderOpenYn"":"""",""kingOrderOpenTime"":"""",""kingOrderCloseTime"":""""},{""dayOfWeek"":""4"",""kingOrderOpenYn"":"""",""kingOrderOpenTime"":"""",""kingOrderCloseTime"":""""},{""dayOfWeek"":""5"",""kingOrderOpenYn"":"""",""kingOrderOpenTime"":"""",""kingOrderCloseTime"":""""},{""dayOfWeek"":""6"",""kingOrderOpenYn"":"""",""kingOrderOpenTime"":"""",""kingOrderCloseTime"":""""},{""dayOfWeek"":""7"",""kingOrderOpenYn"":"""",""kingOrderOpenTime"":"""",""kingOrderCloseTime"":""""}]",041-663-5544,1000,,1000,서산호수공원점,0,126.4511848,충청남도 서산시 호수공원6로 72,,0000,0.0,1,연중무휴(10:00~22:00),,N,,,,
